STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN,DAY
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-09,0,74,89,58,221
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-10,0,76,89,61,222
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-11,0,75,92,58,223
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-12,0,81,93,71,224
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-13,0,81,93,66,225
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-14,0.18,69,76,56,226
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-15,0,63,81,47,227
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-16,0,68,87,51,228
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-17,0,67,82,56,229
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-18,0,70,85,59,230
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-19,0.43,69,71,60,231
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-20,0,64,77,53,232
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-21,0,64,78,54,233
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-22,0,66,83,48,234
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-23,0.04,68,79,57,235
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-24,0.6,72,81,63,236
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-25,0,69,82,61,237
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-26,0.78,67,75,58,238
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-27,0.45,62,69,52,239
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-28,0.01,56,61,47,240
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-29,0,58,74,46,241
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-30,0,67,79,58,242
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-08-31,0,72,80,65,243
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-01,0.01,68,80,52,244
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-02,0.59,66,75,51,245
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-03,0,63,80,48,246
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-04,0.05,72,79,56,247
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-05,0,61,71,47,248
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-06,0,59,75,44,249
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-07,0,66,78,57,250
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-08,0,66,77,56,251
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-09,0.01,66,77,57,252
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-10,0,69,83,61,253
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-11,0,71,87,62,254
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-12,0,67,86,51,255
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-13,0,73,75,60,256
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-14,0.07,64,79,52,257
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-15,0,67,80,58,258
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-16,0,78,94,55,259
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-17,0,56,63,46,260
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-18,0,54,69,41,261
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-19,0,56,66,46,262
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-20,1.63,53,56,46,263
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-21,0.01,51,62,43,264
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-22,0,53,70,45,265
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-23,0,55,66,45,266
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-24,0.03,52,59,48,267
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-25,0,49,59,38,268
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-26,0.03,48,63,37,269
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-27,0.05,52,55,38,270
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-28,0,42,49,28,271
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-29,0.02,36,44,30,272
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-09-30,0,42,47,35,273
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-01,0,43,53,39,274
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-02,0,49,57,44,275
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-03,0.3,51,56,31,276
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-04,0.17,36,46,25,277
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-05,0.09,38,43,35,278
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-06,0,37,39,33,279
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-07,0.26,39,46,37,280
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-08,0.47,42,43,39,281
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-09,0.14,41,44,39,282
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-10,0.95,36,40,31,283
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-11,0,31,32,22,284
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-12,0,29,45,18,285
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-13,0.01,40,45,31,286
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-14,0,33,36,29,287
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-15,0,33,49,21,288
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-16,0,42,47,30,289
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-17,0,37,49,25,290
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-18,0,49,73,35,291
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-19,0,54,60,37,292
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-20,0,38,41,28,293
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-21,0,38,59,30,294
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-22,0,42,54,25,295
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-23,0,32,46,19,296
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-24,0,39,54,30,297
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-25,0.07,49,51,46,298
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-26,0.02,49,52,37,299
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-27,0.21,42,49,31,300
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-28,0,43,51,34,301
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-29,0,42,51,33,302
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-30,0.01,43,55,31,303
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-10-31,0,39,47,26,304
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-01,0,34,46,22,305
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-02,0.03,40,47,35,306
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-03,0,39,46,34,307
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-04,0.01,40,50,29,308
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-05,0.06,37,43,28,309
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-06,0.16,33,35,26,310
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-07,0,24,26,19,311
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-08,0.01,18,22,9,312
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-09,0.02,14,18,10,313
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-10,0.08,13,20,4,314
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-11,0.01,19,22,14,315
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-12,0,16,18,7,316
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-13,0,13,21,6,317
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-14,0,26,41,19,318
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-15,0.18,34,39,24,319
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-16,0.01,23,25,13,320
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-17,0,10,14,0,321
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-18,0.02,13,25,8,322
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-19,0,13,18,-3,323
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-20,0,14,34,1,324
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-21,0,19,25,13,325
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-22,0,26,34,24,326
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-23,0,30,34,24,327
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-24,0,28,30,20,328
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-25,0,16,20,6,329
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-26,0,10,14,5,330
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-27,0,8,16,1,331
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-28,0.02,20,27,15,332
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-29,0,29,32,27,333
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-11-30,0,31,33,29,334
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-01,0,29,31,23,335
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-02,0,24,27,22,336
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-03,0,23,24,21,337
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-04,0,25,33,17,338
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-05,0,23,23,13,339
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-06,0,8,16,-3,340
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-07,0,18,25,10,341
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-08,0,16,29,8,342
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-09,0,18,27,8,343
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-10,0,21,35,12,344
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-11,0.1,19,29,11,345
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-12,0,28,28,25,346
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-13,0.05,29,34,23,347
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-14,0,29,36,21,348
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-15,0,33,44,29,349
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-16,0,34,36,18,350
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-17,0,21,33,10,351
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-18,0,28,38,20,352
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-19,0.02,32,41,25,353
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-20,0,28,30,19,354
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-21,0,19,24,15,355
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-22,0.05,27,33,24,356
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-23,0,22,24,4,357
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-24,0,13,22,4,358
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-25,0.02,16,19,7,359
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-26,0.32,10,24,3,360
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-27,0.46,20,25,8,361
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-28,0,4,8,-10,362
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-29,0,-5,11,-10,363
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-30,0.06,17,26,10,364
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-12-31,0.05,6,18,-15,365
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-01,0,-11,-1,-19,366
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-02,0.02,7,29,-6,367
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-03,0,27,40,20,368
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-04,0,29,39,22,369
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-05,0,30,35,19,370
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-06,0,22,33,15,371
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-07,0.02,34,38,28,372
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-08,0,22,29,5,373
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-09,0,4,7,0,374
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-10,0,10,19,6,375
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-11,0,15,20,7,376
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-12,0,22,27,19,377
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-13,0,24,27,23,378
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-14,0,23,26,19,379
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-15,0,21,27,-1,380
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-16,0,1,8,-5,381
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-17,0,2,10,-4,382
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-18,0,0,2,-12,383
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-19,0,-9,2,-16,384
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-20,0,-4,3,-7,385
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-21,0.19,5,13,2,386
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-22,0.18,12,15,-6,387
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-23,0.01,3,15,-8,388
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-24,0,1,9,-14,389
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-25,0,-10,-6,-15,390
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-26,0.02,-6,0,-17,391
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-27,0.15,-11,4,-21,392
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-28,0,1,6,-9,393
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-29,0,-13,-6,-28,394
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-30,0,-27,-18,-33,395
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-01-31,0,-18,0,-26,396
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-01,0,5,17,0,397
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-02,0,13,21,6,398
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-03,0.31,8,14,-3,399
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-04,0.08,-2,-1,-11,400
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-05,0,-7,1,-11,401
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-06,0.17,-1,2,-2,402
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-07,0.21,-3,0,-10,403
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-08,0,-14,-10,-27,404
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-09,0,-12,4,-22,405
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-10,0.07,-5,4,-16,406
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-11,0.02,1,21,-13,407
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-12,0.11,17,20,-5,408
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-13,0,1,12,-4,409
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-14,0.02,6,9,-6,410
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-15,0,-5,2,-16,411
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-16,0,-3,15,-14,412
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-17,0,8,14,-2,413
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-18,0,-2,2,-12,414
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-19,0,-3,11,-13,415
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-20,0.29,14,22,10,416
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-21,0,16,21,0,417
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-22,0.27,6,22,-7,418
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-23,0.07,20,24,7,419
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-24,0,8,12,-11,420
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-25,0,-10,-3,-21,421
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-26,0.07,-6,2,-12,422
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-27,0,-2,6,-15,423
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-02-28,0,4,16,-6,424
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-01,0.08,8,17,-9,425
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-02,0,-2,2,-18,426
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-03,0,-11,-1,-20,427
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-04,0.03,-2,10,-11,428
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-05,0,7,13,1,429
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-06,0,6,14,-10,430
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-07,0,-3,13,-17,431
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-08,0,17,25,13,432
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-09,0.9,26,30,21,433
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-10,0,20,22,-1,434
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-11,0,7,21,-7,435
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-12,0,25,38,18,436
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-13,0.51,30,33,24,437
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-14,0.06,32,33,24,438
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-03-15,0,26,31,11,439
